,ICT Mentorship 2023 - ES Review Precision Results,https://www.youtube.com/watch?v=NeZlyG8FZLQ
VM932:1,2022 ICT Mentorship Episode 30,https://www.youtube.com/watch?v=CL94EnGqB4Q
VM932:1,2022 ICT Mentorship Episode 29,https://www.youtube.com/watch?v=QkokVv0owSE
VM932:1,2022 ICT Mentorship Episode 28,https://www.youtube.com/watch?v=j0Z2EbuJXGU
VM932:1,2022 ICT Mentorship Episode 27 - Counter Trend Ideas,https://www.youtube.com/watch?v=gLK4Qm6jte8
VM932:1,Why Phone Trades Aren't Optimal.,https://www.youtube.com/watch?v=-j5ugaZ9pJg
VM932:1,2022 ICT Mentorship Episode 26 - Example Of Tape Reading Practice,https://www.youtube.com/watch?v=k26euOG6zAk
VM932:1,2022 ICT Mentorship Episode 25,https://www.youtube.com/watch?v=CnTXwAuDi9Y&t=1217s
VM932:1,NFP Liquidity Drill,https://www.youtube.com/watch?v=Qx87ZAANzyA
VM932:1,2022 ICT Mentorship Episode 24,https://www.youtube.com/watch?v=nv0ey5UyOmY
VM932:1,2022 ICT Mentorship Episode 23,https://www.youtube.com/watch?v=TV9TfwHXuqs
VM932:1,2022 ICT Mentorship Episode 22,https://www.youtube.com/watch?v=QKc_i90chVg
VM932:1,Tape Reading Preview,https://www.youtube.com/watch?v=EIwGNs9A430
VM932:1,Smart Money Concepts & Chaos,https://www.youtube.com/watch?v=13wMAJSz_2o
VM932:1,Buyside Liquidity Purge & Short Example part 2,https://www.youtube.com/watch?v=ai2WZlA-d_w
VM932:1,2022 ICT Mentorship Episode 21,https://www.youtube.com/watch?v=kmVXVJE08eQ
VM932:1,2022 ICT Mentorship Episode 20,https://www.youtube.com/watch?v=Q6GFu8-Z4rY
VM932:1,2022 ICT Mentorship Episode 19,https://www.youtube.com/watch?v=IEa1N0rTtbc
VM932:1,2022 ICT Mentorship Episode 18,https://www.youtube.com/watch?v=eai0nHhAC8w
VM932:1,2022 ICT Mentorship Episode 17,https://www.youtube.com/watch?v=5WIqHJDQ_p4
VM932:1,My Main Trading Real Estate,https://www.youtube.com/watch?v=93ahm4sQ2qs
VM932:1,2022 ICT Mentorship Episode 16,https://www.youtube.com/watch?v=EpGQnhjXBq8
VM932:1,Real Money Real Results - First Year Trading Expectations Part 3 of 3,https://www.youtube.com/watch?v=qXPZB_H6tVo
VM932:1,Real Money Real Results - First Year Trading Expectations Part 2 of 3,https://www.youtube.com/watch?v=b5SMir6bkP8
VM932:1,Real Money Real Results - First Year Trading Expectations,https://www.youtube.com/watch?v=Fp1VZ0PKYBs
VM932:1,Institutional Order Flow Homework,https://www.youtube.com/watch?v=vtpycWzupjQ
VM932:1,2022 ICT Mentorship Episode 15,https://www.youtube.com/watch?v=tGxuitjtO88
VM932:1,2022 ICT Mentorship Episode 14,https://www.youtube.com/watch?v=NUdu1n-ML98
VM932:1,2022 ICT Mentorship Episode 13,https://www.youtube.com/watch?v=tpPtItWqmlg
VM932:1,2022 ICT Mentorship Episode 12,https://www.youtube.com/watch?v=8GkQfdAXZP0
VM932:1,2022 ICT Mentorship Episode 11,https://www.youtube.com/watch?v=Sqw2bww93Zo
VM932:1,History Repeats & History Tab Tutorial - Show It :),https://www.youtube.com/watch?v=107_rWghTig
VM932:1,2022 ICT Mentorship Episode 10,https://www.youtube.com/watch?v=S9ORTYmXwdE
VM932:1,2022 ICT Mentorship Episode 9,https://www.youtube.com/watch?v=iZLXnNiZm_s
VM932:1,2022 ICT Mentorship Episode 8,https://www.youtube.com/watch?v=7rbV8aWkcqY
VM932:1,2022 ICT Mentorship Episode 7,https://www.youtube.com/watch?v=G8-z91acgG4
VM932:1,Verified Results -  For Those Inquiring,https://www.youtube.com/watch?v=Y8d5-O6ESPo
VM932:1,2022 ICT Mentorship Episode 6,https://www.youtube.com/watch?v=Bkt8B3kLATQ
VM932:1,2022 ICT Mentorship Episode 5,https://www.youtube.com/watch?v=N29ZJ-o31xs
VM932:1,Trading With Family Distractions,https://www.youtube.com/watch?v=-ScCgHOMcqU
VM932:1,2022 ICT Mentorship Episode 4,https://www.youtube.com/watch?v=L-ReMHiavPM
VM932:1,2022 ICT Mentorship Episode 3,https://www.youtube.com/watch?v=nQfHZ2DEJ8c
VM932:1,For Your Peace Of Mind As My Student,https://www.youtube.com/watch?v=jRmH9MHOLgI
VM932:1,2022 ICT Mentorship Episode 2,https://www.youtube.com/watch?v=tmeCWULSTHc
VM932:1,ICT Mentorship 2022 Introduction,https://www.youtube.com/watch?v=kt6V4ai60fI
VM932:1,Bitcoin Review - Community Post Call,https://www.youtube.com/watch?v=4nZVIVhtAys
VM932:1,No Words - No Talking... Just Proof,https://www.youtube.com/watch?v=oz4s-Cttu_M
VM932:1,I Can't Trade Retail: GbpUsd Institutional Order Flow,https://www.youtube.com/watch?v=ZRil_ZLQlD4
VM932:1,Nasdaq New York Session OTE 10/25/21,https://www.youtube.com/watch?v=QklZ1x4GFaU
VM932:1,For John...,https://www.youtube.com/watch?v=dQ1L6O4zCCc
VM932:1,Why Do I Turn The YouTube Comment Section Off?,https://www.youtube.com/watch?v=yYvMWTkZu-s
VM932:1,Forex Price Action Lesson - OTE Fiber 09/22/21,https://www.youtube.com/watch?v=WviTBq8Q40E
VM932:1,ICT Forex - Market Maker Series Vol. 5 of 5,https://www.youtube.com/watch?v=BZ4HVsArJBE
VM932:1,ICT Forex - Market Maker Series Vol. 4 of 5,https://www.youtube.com/watch?v=GVx-yJkehtA
VM932:1,ICT Forex - Market Maker Series Vol. 3 of 5,https://www.youtube.com/watch?v=i8xt0EQDjNY
VM932:1,ICT Forex - Market Maker Series Vol. 2 of 5,https://www.youtube.com/watch?v=5_l311HP87c
VM932:1,ICT Forex - Market Maker Series Vol. 1 of 5,https://www.youtube.com/watch?v=Vh0NtdPPj1M
VM932:1,Forex Trading - What Is The Difference Between Scalps & Day Trades?,https://www.youtube.com/watch?v=F-0G6IGTXHg
VM932:1,Instagram Logic Vs  Interbank Algorithm,https://www.youtube.com/watch?v=Ic1rqvbk99c
VM932:1,My Chart Does All The Talking...,https://www.youtube.com/watch?v=PG04EX_fb2U
VM932:1,"If I Had To Restart Again As A Trader, At 20 Years Old - Part 3",https://www.youtube.com/watch?v=T6YE1CEWsHk
VM932:1,Execution On EurUsd: 30 Pips Asian Range To Buyside Liquidity,https://www.youtube.com/watch?v=i4_TbWVmlpM
VM932:1,"If I Had To Restart Again As A Trader, At 20 Years Old - Part 2",https://www.youtube.com/watch?v=2rFZwUaGxyY
VM932:1,Market Structure Is Not It,https://www.youtube.com/watch?v=AVef-n67Kmw
VM932:1,"If I Had To Restart As A Trader, At 20 Years Old?",https://www.youtube.com/watch?v=WySgjFjWhY0
VM932:1,ICT Forex Scalping Interactive Study,https://www.youtube.com/watch?v=ahTNkvVbPdI
VM932:1,ICT Forex Interactive Learning Experience - Scalping OTE Setups,https://www.youtube.com/watch?v=PrbvJ5Gzh4Q
VM932:1,Why ICT Doesn't Trade NonFarm Payroll,https://www.youtube.com/watch?v=jBCdc2vsmNE
VM932:1,What Trading Books Influenced ICT Early On?,https://www.youtube.com/watch?v=6JUuFDwG-GI
VM932:1,ICT Price Action Lesson: Major Moves With Seasonal Tendencies,https://www.youtube.com/watch?v=BiRjR_kqBC0
VM932:1,ICT On Bitcoin Over 29k - Let's Talk About It,https://www.youtube.com/watch?v=lp9cfZrqwjA
VM932:1,ICT Forex Lesson - Keys To Daily Bias In The Forex Market,https://www.youtube.com/watch?v=RLDLuYaZYI4
VM932:1,ICT Forex Price Action Lesson : Trending Days,https://www.youtube.com/watch?v=PBzd2u4AgbE
VM932:1,"ICT Rant & EurUsd Example For ""Proof"" of concept",https://www.youtube.com/watch?v=iDwYeyxTDiU
VM932:1,ICT Forex Lecture: Revisiting The Friday Asian Range,https://www.youtube.com/watch?v=YYsfAvz0c3o
VM932:1,ICT Price Action Lesson:  Friday Asian Range Concept,https://www.youtube.com/watch?v=7SUa7lw2zTw
VM932:1,ICT Price Action Lecture:  Liquidity Purge & Revert,https://www.youtube.com/watch?v=aWFSvqxEfg8
VM932:1,My View on Gurus Turn Reviewer & Why I Prefer Forex,https://www.youtube.com/watch?v=qWmWCMxaPlY
VM932:1,ICT Price Action:  View Price With Institutional Perception,https://www.youtube.com/watch?v=De64-j3rHlI
VM932:1,ICT Forex Price Action Lecture: Daytrading & Psychology,https://www.youtube.com/watch?v=Utbl3Tv6UEg
VM932:1,Blending Price Patterns With Time & Price Theory [Part 2],https://www.youtube.com/watch?v=HRIXsFHYVmw
VM932:1,Blending Price Patterns With Time & Price Theory,https://www.youtube.com/watch?v=Uh3YMjDeM3E
VM932:1,ICT Price Action Lecture: Non-Farm Payroll Trade Conditions & The Coming Volatility Storm,https://www.youtube.com/watch?v=d1p7-SS0iD8
VM932:1,ICT Forex Trade Review & Losing Trade,https://www.youtube.com/watch?v=nz7Y5lrAqgM
VM932:1,ICT Institutional Price Action: Micro-Market Structure & Time & Price Concepts Part 02,https://www.youtube.com/watch?v=9_qyz3TNcJU
VM932:1,ICT Institutional Price Action - Micro-Market Structure & Time & Price Concepts,https://www.youtube.com/watch?v=q0AxUH5W5FU
VM932:1,"ICT Forex Price Action Lesson:  Trade Review, Brokers & MT4 Scams",https://www.youtube.com/watch?v=AoXOBI0PqCE
VM932:1,ICT Forex Price Action Lesson: Advanced IPDA Insights,https://www.youtube.com/watch?v=_9QfSbpZTZA
VM932:1,ICT Forex Price Action Lesson:  GbpUsd Trade Recap & Price Action Lecture,https://www.youtube.com/watch?v=q1vrarNcnfU
VM932:1,ICT Forex Price Action Lesson:  GbpUsd NYO MMS Model,https://www.youtube.com/watch?v=nj0CMa4pvl4
VM932:1,ICT Forex Price Action Lesson:  London Close GbpUsd Scalp,https://www.youtube.com/watch?v=VhSCEMvUNds
VM932:1,Real Life & Distractions - I'm not exempt from them  :),https://www.youtube.com/watch?v=ES_F4B7OavE
VM932:1,ICT Forex Price Action Lesson:  EurUsd Market Maker Sell Model,https://www.youtube.com/watch?v=EAQmnxWun-c
VM932:1,ICT Forex Price Action Lesson:  Cross Currency Relationships & HTF Institutional Order Flow,https://www.youtube.com/watch?v=PhwmtkNxxcA
VM932:1,ICT Forex Price Action Lesson : GbpUsd London Close Short,https://www.youtube.com/watch?v=APjWO6oFNbk
VM932:1,ICT Forex Price Action Lesson: Orderflow & Volume Imbalances,https://www.youtube.com/watch?v=_j_youagfes
VM932:1,ICT Forex Price Action Lesson : Seek & Destroy Profile,https://www.youtube.com/watch?v=7PwoZyn7Wh4
VM932:1,ICT Forex Lesson - EurUsd NYO Lecture,https://www.youtube.com/watch?v=RRiqh-8gWqA
VM932:1,ICT Forex Price Action Lesson - IPDA Vs. Wyckoff Theory,https://www.youtube.com/watch?v=JmcjMJQPFxs
VM932:1,ICT Forex - Institutional Concepts & Market Making Insights In Action,https://www.youtube.com/watch?v=r_1XhgO0FKk
VM932:1,ICT Forex Trade Example - EurUsd New York Open,https://www.youtube.com/watch?v=JoJwLnZIQj4
VM932:1,ICT Forex Price Action Lesson : EurUsd MRP,https://www.youtube.com/watch?v=R-t2apD7z50
VM932:1,Forex London Close Homework - Silent Study,https://www.youtube.com/watch?v=5NdulSnFFUw
VM932:1,ICT Forex OTE Example : EurUsd,https://www.youtube.com/watch?v=2mtzC7ajUew
VM932:1,What Journals I Use & An Example Entry,https://www.youtube.com/watch?v=OUfb00hsGRA
VM932:1,If I Could Go Back & Tell Myself What I Know Now... Part 4 of 4,https://www.youtube.com/watch?v=aGdx-YmxawQ
VM932:1,If I Could Go Back & Tell Myself What I Know Now... Part 3 of 4,https://www.youtube.com/watch?v=MPlNRxHkh_M
VM932:1,If I Could Go Back & Tell Myself What I Know Now... Part 2 of 4,https://www.youtube.com/watch?v=cwoBv5aI0Vk
VM932:1,If I Could Go Back & Tell Myself What I Know Now... Part 1 of 4,https://www.youtube.com/watch?v=yW2ADr7hG0E
VM932:1,OTE Pattern Recognition Series - Vol. 20,https://www.youtube.com/watch?v=L--1zBIEanY
VM932:1,OTE Pattern Recognition Series - Vol.19,https://www.youtube.com/watch?v=9F-anykT7J0
VM932:1,OTE Pattern Recognition Series - Vol.18,https://www.youtube.com/watch?v=YMt87VQRpNM
VM932:1,OTE Pattern Recognition Series - Vol.17,https://www.youtube.com/watch?v=FNwqw7IiByo
VM932:1,OTE Pattern Recognition Series - Vol.16,https://www.youtube.com/watch?v=ZbkEvNpm-_k
VM932:1,OTE Pattern Recognition Series - Vol. 15,https://www.youtube.com/watch?v=RP6rVMJP4hA
VM932:1,OTE Pattern Recognition Series - Vol. 14,https://www.youtube.com/watch?v=cYzS_kFxv7M
VM932:1,OTE Pattern Recognition Series - Vol. 13,https://www.youtube.com/watch?v=GtTKPt-K9u0
VM932:1,OTE Pattern Recognition Series - Vol. 12,https://www.youtube.com/watch?v=6D3sKabkozk
VM932:1,OTE Pattern Recognition Series - Vol. 11,https://www.youtube.com/watch?v=-k1eBYoajIo
VM932:1,OTE Pattern Recognition Series - Vol. 10,https://www.youtube.com/watch?v=j5x90p55O8A
VM932:1,OTE Pattern Recognition Series - Vol. 09,https://www.youtube.com/watch?v=uqptoSAGS30
VM932:1,OTE Pattern Recognition Series - Vol. 08,https://www.youtube.com/watch?v=ifFDif82Bmg
VM932:1,OTE Pattern Recognition Series - Vol. 07,https://www.youtube.com/watch?v=_x36n9Jc2JQ
VM932:1,OTE Pattern Recognition Series - Vol. 06,https://www.youtube.com/watch?v=Vx25X2sbxPA
VM932:1,OTE Pattern Recognition Series - Vol. 05,https://www.youtube.com/watch?v=t6y637OyiDY
VM932:1,OTE Pattern Recognition Series - Vol. 04,https://www.youtube.com/watch?v=Q0SFXEQqI08
VM932:1,OTE Pattern Recognition Series - Vol. 03,https://www.youtube.com/watch?v=TmbLhchNrAM
VM932:1,OTE Pattern Recognition Series - Vol. 02,https://www.youtube.com/watch?v=v6ATva5DF0I
VM932:1,OTE Pattern Recognition Series - Vol. 01,https://www.youtube.com/watch?v=E9F_aT9f038
VM932:1,Trading Emini S&P 500 Futures,https://www.youtube.com/watch?v=BzYpUDGgfCw
VM932:1,Essentials To ICT Market Structure,https://www.youtube.com/watch?v=xGFCIUFxsbw
VM932:1,Forex Price Action Discussion - AudUsd,https://www.youtube.com/watch?v=5xh6Z1DAO9I
VM932:1,Forex Intraday - Working In Small Ranges,https://www.youtube.com/watch?v=lcsDZW_hxwc
VM932:1,ICT Mentorship - Learn How To Read Forex Price Action,https://www.youtube.com/watch?v=bkt4_qWnVZE
VM932:1,High Probability Forex Day Trading,https://www.youtube.com/watch?v=yUpDZCbNBRI
VM932:1,"Is Forex Intraday Really Just ""Noise""?",https://www.youtube.com/watch?v=0mF1S2NDdNI
VM932:1,The Illusion Of Choice,https://www.youtube.com/watch?v=baYMY7oj2_M
VM932:1,What Makes Trade Setups Low Odds?  Trapped Order Flow,https://www.youtube.com/watch?v=54yWnOON0zQ
VM932:1,GbpUsd New York Session LRLR,https://www.youtube.com/watch?v=ZiNpaXftqPE
VM932:1,Btc Update Dec 30 - Price Delivery & Mastery Example,https://www.youtube.com/watch?v=RjFRTOKGviU
VM932:1,Bitcoin 3900 Short Framework,https://www.youtube.com/watch?v=12rir5pvn00
VM932:1,Bitcoin Technical Talk - PG13,https://www.youtube.com/watch?v=peG_rIahvd0
VM932:1,GbpUsd 1.2665 Run,https://www.youtube.com/watch?v=Bf_9rrIXw7E
VM932:1,ICT Musings On GbpUsd & Bitcoin - Mentorship Level Preview,https://www.youtube.com/watch?v=7wSY70v7Me4
VM932:1,1440 Part 2,https://www.youtube.com/watch?v=fmC14ZvCS3o
VM932:1,1440,https://www.youtube.com/watch?v=Sjc5z0cHuu0
VM932:1,"ICT January 24, 2018",https://www.youtube.com/watch?v=Xy1js9GXy60
VM932:1,"ICT January 17, 2018",https://www.youtube.com/watch?v=OK1Zdyr39wo
VM932:1,"ICT January 13, 2018",https://www.youtube.com/watch?v=xHI6Wd1V8t0
VM932:1,"ICT January 12, 2018",https://www.youtube.com/watch?v=c5pKck9PwsQ
VM932:1,ICT January 2018 NFP - Fiber & Cable Practice,https://www.youtube.com/watch?v=AcKelqKMkr8
VM932:1,"ICT January 08, 2018",https://www.youtube.com/watch?v=1iTBVIuvM3E
VM932:1,"ICT January 03, 2018",https://www.youtube.com/watch?v=_hVCTzVH8iw
VM932:1,ICT On BitCoin,https://www.youtube.com/watch?v=s1cE9klZqmw
VM932:1,ICT Precision Trading Concepts - 3,https://www.youtube.com/watch?v=nMmihrR-0Q0
VM932:1,ICT Precision Trading Concepts - 2,https://www.youtube.com/watch?v=lQDGiZhs5R8
VM932:1,ICT Precision Trading Concepts - 1,https://www.youtube.com/watch?v=nHUtxQj5jks
VM932:1,ICT Forex Scout Sniper Basic Field Guide - Vol. 8,https://www.youtube.com/watch?v=rpowqxnrU_E
VM932:1,ICT Forex Scout Sniper Basic Field Guide - Vol. 7,https://www.youtube.com/watch?v=J_7v2i3ogwk
VM932:1,ICT Forex Scout Sniper Basic Field Guide  - Vol. 6,https://www.youtube.com/watch?v=cMQKz7I9-Qs
VM932:1,ICT Forex Scout Sniper Basic Field Guide - Vol. 5,https://www.youtube.com/watch?v=J2C9vd4-awI
VM932:1,ICT Forex Scout Sniper Basic Field Guide - Vol. 4,https://www.youtube.com/watch?v=AzHBXw3bNfM
VM932:1,ICT Forex Scout Sniper Basic Field Guide -  Vol. 3,https://www.youtube.com/watch?v=LifG37ky-Rg
VM932:1,ICT Forex Scout Sniper Basic Field Guide - Vol. 2,https://www.youtube.com/watch?v=yHBMkm6VXJU
VM932:1,ICT Forex Scout Sniper Basic Field Guide - Vol. 1,https://www.youtube.com/watch?v=qstxYesCTQk
VM932:1,ICT - Trading Plan Development 6,https://www.youtube.com/watch?v=s9bg8JF7rm8
VM932:1,ICT - Trading Plan Development 7,https://www.youtube.com/watch?v=VCcVx5cbAxU
VM932:1,ICT - Trading Plan Development 5,https://www.youtube.com/watch?v=FZ6QIWBu688
VM932:1,ICT - Trading Plan Development 3,https://www.youtube.com/watch?v=6z7H7LB5jGA
VM932:1,ICT - Trading Plan Development 4,https://www.youtube.com/watch?v=P2rRlaZCUlA
VM932:1,ICT - Trading Plan Development 2,https://www.youtube.com/watch?v=QianVH6cyAQ
VM932:1,ICT - Trading Plan Development 1,https://www.youtube.com/watch?v=JOy9KzkLlag
VM932:1,ICT Forex - COT Insights For Effective Price Action Analysis,https://www.youtube.com/watch?v=aWgYCfvnlqM
VM932:1,ICT Forex - Trade Psychology & Effective Journaling,https://www.youtube.com/watch?v=QSqIeu9tjek
VM932:1,ICT Forex - Target Selection & Profit Objectives,https://www.youtube.com/watch?v=nNEt9QTCTtk
VM932:1,ICT Forex - The Weekly Bias - Excellence In Short Term Trading,https://www.youtube.com/watch?v=Yqio1Ja0lIQ
VM932:1,ICT Forex - Secrets To Swing Trading,https://www.youtube.com/watch?v=9CCrlTIrkxw
VM932:1,ICT Forex - Higher Time Frame Concepts,https://www.youtube.com/watch?v=YcAfcpUCbDw
VM932:1,ICT Forex - How To Find Explosive Price Moves Before They Happen,https://www.youtube.com/watch?v=uxsmSMsuleY
VM932:1,ICT Forex - The ICT ATM Method,https://www.youtube.com/watch?v=30petm6SZz0
VM932:1,ICT Forex - The ICT Smart Money Technique or SMT,https://www.youtube.com/watch?v=isXicdayBwA&t=736s
VM932:1,ICT Forex - Trading The Key Swing Points,https://www.youtube.com/watch?v=T0JyGdJ28fM
VM932:1,ICT Forex - Essentials To Trading The Daily Bias,https://www.youtube.com/watch?v=vJvcZGGeTZU
VM932:1,ICT Forex - Money Management That Works,https://www.youtube.com/watch?v=RtMRykCZtC4
VM932:1,ICT Forex - Understanding The ICT Judas Swing,https://www.youtube.com/watch?v=xJMbva8SjzE
VM932:1,ICT Forex - Implementing The Asian Range,https://www.youtube.com/watch?v=JA0mLNJeytY
VM932:1,ICT Weekly Recap & Table Talk Session - 11/17/17,https://www.youtube.com/watch?v=49Nz1pPLEWI
VM932:1,ICT Supplemental Session 01 - Mastering High Probability Scalping,https://www.youtube.com/watch?v=lbAQNxRPXMs
VM932:1,ICT Forex - What New Traders Should Focus On,https://www.youtube.com/watch?v=7WM8qdkanIY
VM932:1,ICT Forex - Considerations In Risk Management,https://www.youtube.com/watch?v=tlKC9nvLRK0
VM932:1,ICT Forex - Accumulation - Manipulation - Distribution,https://www.youtube.com/watch?v=dIT4HTFYGGo
VM932:1,ICT Forex - Time & Price Theory,https://www.youtube.com/watch?v=Sb9m_dxr4bI
VM932:1,ICT Forex - The ICT Asian Killzone,https://www.youtube.com/watch?v=ley5HZs4bUM
VM932:1,ICT Forex - The ICT London Killzone,https://www.youtube.com/watch?v=G8OEsUAoIWE
VM932:1,ICT Forex - The ICT New York Killzone,https://www.youtube.com/watch?v=plNN9n7nrxc
VM932:1,ICT Forex - The ICT London Close  Killzone,https://www.youtube.com/watch?v=3OEUIkkcmLE&t=12s
VM932:1,Asian Session EurUsd Short - London Session AudUsd,https://www.youtube.com/watch?v=fS32XgpDtp0
VM932:1,ICT - Trade Review GbpUsd & Commentary,https://www.youtube.com/watch?v=CA6kWNf3eaM
VM932:1,EurUsd 11/28/17 Review & ICT Mentorship Info,https://www.youtube.com/watch?v=07Fq_OeuonI
VM932:1,ICT W.E.N.T. Series 5 of 5,https://www.youtube.com/watch?v=UQo4v1DREuU
VM932:1,ICT Weekly Scalping Setup Review - 11/25/17,https://www.youtube.com/watch?v=W4XR6X9PdNo
VM932:1,ICT Origins - Power Of 3 Concept,https://www.youtube.com/watch?v=tewJfsm9sRk
VM932:1,ICT On Institutional Price Levels & New Science Of Fib Use,https://www.youtube.com/watch?v=JdHABKIEU1I
VM932:1,ICT - Mastering High Probability Scalping Vol. 3 of 3,https://www.youtube.com/watch?v=UuMaC9n8Uy4
VM932:1,Weekly Summary & Discussion - 11/10/17,https://www.youtube.com/watch?v=ntqw8rgXUss
VM932:1,ICT - Mastering High Probability Scalping Vol.  2 of 3,https://www.youtube.com/watch?v=1Wmh8829mZs
VM932:1,ICT - London OTE Demo Scalping Example - UsdCad,https://www.youtube.com/watch?v=UpyS34voILk
VM932:1,ICT - UsdCad Market Review - Demo Example Long OTE,https://www.youtube.com/watch?v=nBschaCBNLU
VM932:1,ICT - Live Trade Example OTE Short - NFP,https://www.youtube.com/watch?v=S8ztuGt29FM
VM932:1,Post GbpUsd Rate Announcement Commentary,https://www.youtube.com/watch?v=q2B1byYyaO0
VM932:1,ICT - Mastering High Probability Scalping Vol. 1 of 3,https://www.youtube.com/watch?v=uE-aaP16nOw
VM932:1,"ICT Pattern Recognition Drills - October 30, 2017",https://www.youtube.com/watch?v=vAI8TDk2b2Q
VM932:1,Silent ICT Price Action Practice Session Example - Cable,https://www.youtube.com/watch?v=2aoCzJvkAk0
VM932:1,ICT Pattern Recognition Drill - OTE UsdChf New York Session 10/27/17,https://www.youtube.com/watch?v=bF0qdgaWk0Q
VM932:1,ICT Pattern Recognition Drill - OTE Gold New York Session 10/27/17,https://www.youtube.com/watch?v=uiszrzGyUqU
VM932:1,ICT Pattern Recognition Drill - OTE AusUsd New York Session 10/27/17,https://www.youtube.com/watch?v=cb4WiKroyVs
VM932:1,ICT Pattern Recognition Drill - OTE UsdJpy New York Session 10/27/17,https://www.youtube.com/watch?v=RdRaUPb9pgE
VM932:1,ICT Pattern Recognition Drill - OTE UsdCad New York Session 10/27/17,https://www.youtube.com/watch?v=o8snDyA6kok
VM932:1,ICT Pattern Recognition Drill - OTE Fiber EurUsd New York Session,https://www.youtube.com/watch?v=mDk6ZBadNHk
VM932:1,Integrating ICT Concepts - ECB Review,https://www.youtube.com/watch?v=fXLfTI_EQU4
VM932:1,Pattern Recognition - NYO Fiber Long Order Block & OTE,https://www.youtube.com/watch?v=pcw_ty0hqoo
VM932:1,Intraday Scalping Example With Multiple Entries On Order Blocks,https://www.youtube.com/watch?v=6OrxmQfzXK8
VM932:1,ICT W.E.N.T. Series - 4 of 5,https://www.youtube.com/watch?v=0s9V43fVshc
VM932:1,ICT Development Concept: Scalping Exercise,https://www.youtube.com/watch?v=xl6WdAUV1hE
VM932:1,Pattern Recognition - London Close OTE Short - Fiber,https://www.youtube.com/watch?v=x39H7GJggoc
VM932:1,ICT W.E.N.T. Series - Part 3 of 5,https://www.youtube.com/watch?v=VLyLPaLrKos
VM932:1,Pattern Recognition - Breakers & Market Structure,https://www.youtube.com/watch?v=Nl-eKxgPWI4
VM932:1,What Do ICT Tutorials Teach You?,https://www.youtube.com/watch?v=l0RCVr_QSpM
VM932:1,ICT W.E.N.T. Series - Part 2 of 5,https://www.youtube.com/watch?v=yMOVHcw3-Rc
VM932:1,ICT W.E.N.T. Series - Part 1 of 5,https://www.youtube.com/watch?v=7B6UPKvJG60
VM932:1,Pattern Recognition - Failed OTE & FOMC Mitigation Example,https://www.youtube.com/watch?v=XrXgtl2HBzw
VM932:1,Pattern Recognition - London Open OTE & Order Block,https://www.youtube.com/watch?v=_MlDomtI4h0
VM932:1,Pattern Recognition - Aussie OTE NYO,https://www.youtube.com/watch?v=OuwluDkvbxc
VM932:1,Pattern Recognition - Fiber OTE NYO and Asian Session,https://www.youtube.com/watch?v=aQrd75xwBS4
VM932:1,Anticipating OTE Patterns - Early Entries,https://www.youtube.com/watch?v=M27EOgtHhis
VM932:1,Fiber Short - Asian Session Example,https://www.youtube.com/watch?v=cZ8wPPBptAo
VM932:1,OTE Primer - Intro To ICT Optimal Trade Entry,https://www.youtube.com/watch?v=Cg0-CFJOJvg
VM932:1,UsdCad Commentary,https://www.youtube.com/watch?v=PPRuKsrsfS0
VM932:1,Building Equity In Short Term Timeframes - No Audio,https://www.youtube.com/watch?v=iN8sCjiR1Bs
VM932:1,Breaking Bad Habits Webinar & Intraday Scalp Example,https://www.youtube.com/watch?v=mV1y9jIYyIU